Account,ShareOfChargesLOC,ShareOfFXLOC
ABD132967,419.18,569.84
ABD132967,419.18,569.84
ABD132561,27.23,72.6
ABD132561,27.23,72.6
ABD130558,72.6,48.4
ABD132626,105.52,390.02
ABD132626,105.52,390.02
ABD132626,87.33,192.88
ABD132626,87.33,192.88
ABD133111,105.52,70.47
ABD133111,105.52,70.47
ABD131021,123.45,49.12
ABD131021,123.45,49.12
ABD134420,282.49,801.9
ABD134420,282.49,801.9
ABD132066,191.54,-47.39
ABD134091,23.78,107.69
ABD132561,105.71,59.54
ABD130514,258.8,1509.03
ABD134101,104.05,132.98
ABD134101,104.05,132.98
ABD134178,96.44,-34.16
ABD130459,161.01,-99.43
ABD130459,161.01,-99.43
ABD134639,63.43,20.37
ABD134639,63.43,20.37
ABD132132,54.27,3.63
ABD132132,54.27,3.63
ABD130394,89.67,13.18
ABD130394,89.67,13.18
ABD133881,232.41,0
ABD133968,183,93.94
ABD134651,51.97,-21.96
ABD135191,183,30.5
ABD130822,26.96,46.72
ABD130822,26.96,46.72
ABD131977,125.21,24.3
ABD131977,125.21,24.3
ABD135234,90.75,21.78
ABD131197,0,61.71
ABD131065,104.05,203.66
ABD131065,104.05,203.66
ABD132385,143.76,135.37
ABD132385,143.76,135.37
ABD130767,26.78,3.59
ABD130767,26.78,3.59
ABD132682,104.05,104.23
ABD132682,104.05,104.23
ABD131823,109.35,105.71
ABD130909,0,24.2
ABD130888,179.7,474.41
ABD130888,179.7,474.41
ABD130822,26.96,3.59
ABD130822,26.96,3.59
ABD130756,16.17,5.99
ABD130756,16.17,5.99
ABD130723,99.46,49.61
ABD130723,99.46,49.61
ABD131878,26.96,116.21
ABD131878,26.96,116.21
ABD131670,47.76,54.9
ABD132220,73.14,11.98
ABD132220,73.14,11.98
ABD135102,87.66,75.6
ABD133496,88.76,122.72
ABD134507,23.78,114.95
ABD135597,27.23,50.82
ABD135762,202.74,137.94
ABD133528,26.96,63.49
ABD133528,26.96,63.49
ABD130635,23.97,45.14
ABD130581,74.42,2.42
ABD132099,73.86,-7.19
ABD132099,73.86,-7.19
ABD136103,41.91,4.88
ABD135058,63.61,17.01
ABD135058,63.61,17.01
ABD132484,127.95,191.68
ABD132484,127.95,191.68
ABD132594,668.84,4546.41
ABD132594,668.84,4546.41
ABD133090,75.03,7.32
ABD131483,71.88,57.5
ABD131483,71.88,57.5
ABD130822,56.61,83.86
ABD130822,56.61,83.86
ABD132109,255.7,1473.8
ABD132109,51.03,7.29
ABD135322,62.18,7.19
ABD135322,62.18,7.19
ABD134024,72.6,42.35
ABD131120,104.05,62.3
ABD131120,104.05,62.3
ABD130581,23.78,52.03
ABD130327,118.83,201.69
ABD130327,118.83,201.69
ABD134123,23.97,46.36
ABD130921,71.7,32.35
ABD130921,71.7,32.35
ABD132231,16.17,7.19
ABD132231,16.17,7.19
ABD130888,23.58,30
ABD130240,90.93,3.59
ABD130240,90.93,3.59
ABD132231,592.83,530.71
ABD132231,592.83,530.71
ABD131900,284.29,250.38
ABD131900,284.29,250.38
ABD133946,72.9,58.32
ABD133946,72.9,58.32
ABD134024,13.67,133.65
ABD131043,0,52.03
ABD133957,104.05,202.46
ABD133957,104.05,202.46
ABD133517,67.7,9.68
ABD133517,67.7,9.68
ABD130174,90.75,54.45
ABD130174,90.75,54.45
ABD134859,83.49,-1.21
ABD136048,0,25.2
ABD131834,0,10.94
ABD132682,71.88,105.42
ABD132682,71.88,105.42
ABD134804,143.76,365.39
ABD134804,143.76,365.39
ABD131197,147.35,-11.98
ABD131197,147.35,-11.98
ABD134529,104.05,257.57
ABD134529,104.05,257.57
ABD132385,23.78,67.76
ABD131306,137.05,319.55
ABD131306,137.05,319.55
ABD132703,42.1,19.44
ABD132703,42.1,19.44
ABD132505,96.62,-46.36
ABD133144,105.96,100.04
ABD130581,74.23,4.84
ABD133737,72.9,243
ABD133737,72.9,243
ABD133683,143.76,93.44
ABD133683,143.76,93.44
ABD134123,72.72,57.11
ABD134123,72.72,57.11
ABD131263,72.96,15.57
ABD131263,72.96,15.57
ABD132880,40.29,0
ABD135663,87.33,152.15
ABD135663,87.33,152.15
ABD131263,16.34,9.68
ABD136752,181.5,64.13
ABD130668,105.27,68.97
ABD130668,105.27,68.97
ABD130668,104.05,87.45
ABD130668,104.05,87.45
ABD130800,106.14,174.46
ABD132505,88.39,139.15
ABD134738,23.58,52.8
ABD135762,141.61,173.75
ABD130723,64.33,17.01
ABD135300,105.71,61.97
ABD132055,153.64,31.15
ABD132055,153.64,31.15
ABD130316,82.01,7.29
ABD133771,110.08,786.11
ABD132978,72.9,29.16
ABD134826,261.53,1526.04
ABD134826,261.53,1526.04
ABD130899,91.49,59.54
ABD130899,91.49,59.54
ABD136390,0,54.45
ABD135971,67.93,-1.2
ABD135971,67.93,-1.2
ABD132220,105.09,626.78
ABD131252,66.49,305.49
ABD131252,66.49,305.49
ABD133528,70.6,3.63
ABD130404,69.07,-46.17
ABD130404,69.07,-46.17
ABD132714,134.5,0
ABD130558,72.9,38.88
ABD131977,26.96,33.54
ABD131977,26.96,33.54
ABD130800,23.97,59.78
ABD132703,93.62,0
ABD132703,93.62,0
ABD131108,82.76,-67.76
ABD133265,58.44,18.15
ABD133265,58.44,18.15
ABD132583,104.05,464.82
ABD132583,104.05,464.82
ABD130262,179.52,11.98
ABD130262,179.52,11.98
ABD130932,27.34,51.03
ABD130932,27.34,51.03
ABD131537,0,38.88
ABD131373,27.34,18.23
ABD131373,27.34,18.23
ABD130811,64.33,58.32
ABD130558,0,77.76
ABD130558,27.23,133.1
ABD134002,82.95,7.26
ABD132484,23.78,26.62
ABD133771,53.99,65.66
ABD131878,87.33,75.47
ABD131878,87.33,75.47
ABD134585,132.86,-22.99
ABD131328,96.62,-17.08
ABD131218,72.9,58.32
ABD131218,72.9,58.32
ABD133265,47.92,7.26
ABD133265,47.92,7.26
ABD130514,49.19,20.57
ABD132637,26.96,80.27
ABD132637,26.96,80.27
ABD132703,26.96,85.06
ABD132703,26.96,85.06
ABD136697,0,193.6
ABD135838,145.8,27.95
ABD135838,145.8,27.95
ABD131087,0,83.84
ABD131087,0,83.84
ABD136697,88.76,47.39
ABD136697,88.76,47.39
ABD131328,143.76,21.56
ABD131328,143.76,21.56
ABD131636,357.39,405.81
ABD133320,258.43,1425.2
ABD131900,74.54,76.55
ABD131043,0,19.52
ABD131537,23.97,48.8
ABD134464,218.16,129.47
ABD134464,218.16,129.47
ABD133474,0,-6.05
ABD136037,73.2,53.68
ABD134518,83.85,12.1
ABD134518,83.85,12.1
ABD134772,72.6,56.87
ABD130536,23.87,19.44
ABD136949,104.05,191.68
ABD136949,104.05,191.68
ABD137005,234.51,233.61
ABD137005,234.51,233.61
ABD132769,105.71,400.95
ABD132769,105.71,400.95
ABD130240,48.34,5.99
ABD130240,48.34,5.99
ABD134453,322.38,231.6
ABD130691,23.87,134.87
ABD134321,23.58,19.2
ABD131043,23.87,7.29
ABD135641,272.25,54.45
ABD130558,27.34,34.02
ABD130558,27.34,34.02
ABD135300,74.18,27.95
ABD130064,104.05,126.99
ABD130064,104.05,126.99
ABD130558,26.96,21.56
ABD130558,26.96,21.56
ABD130251,44.65,180.29
ABD130251,44.65,180.29
ABD131164,321.12,917.67
ABD131164,321.12,917.67
ABD130877,65.77,8.39
ABD130877,65.77,8.39
ABD132527,26.96,26.36
ABD132527,26.96,26.36
ABD130239,64.6,43.92
ABD134091,143.76,53.91
ABD134091,143.76,53.91
ABD132978,89.12,28.06
ABD132505,27.23,151.25
ABD136345,260.07,1506.6
ABD136345,260.07,1506.6
ABD133232,72.9,247.86
ABD133232,72.9,247.86
ABD130075,88.39,114.95
ABD130075,88.39,114.95
ABD131845,101.35,75.47
ABD131845,101.35,75.47
ABD133748,26.96,113.81
ABD133748,26.96,113.81
ABD135234,127.05,13.31
ABD135234,127.05,13.31
ABD130206,74.36,23.09
ABD133913,23.97,30.5
ABD131944,277.79,237.9
ABD131999,96.01,-18.15
ABD134848,74.42,6.08
ABD131328,16.17,5.99
ABD131328,16.17,5.99
ABD130075,182.77,586.85
ABD132109,169.16,677.6
ABD130932,27.34,46.17
ABD130932,27.34,46.17
ABD131373,108.36,-3.59
ABD131373,108.36,-3.59
ABD132109,73.8,48
ABD130558,26.96,35.94
ABD130558,26.96,35.94
ABD132505,26.96,5.99
ABD132505,26.96,5.99
ABD132583,72,56.4
ABD132637,143.76,159.33
ABD132637,143.76,159.33
ABD132484,27.23,72.6
ABD134244,66.07,70.18
ABD130262,36.84,191.68
ABD130262,36.84,191.68
ABD130262,28.86,41.14
ABD130262,28.86,41.14
ABD134464,0,26.73
ABD131614,0,0
ABD131922,88.94,-12.1
ABD131922,88.94,-12.1
ABD134024,71.88,86.26
ABD134024,71.88,86.26
ABD134299,72.54,8.51
ABD135542,617.1,41.14
ABD135542,617.1,41.14
ABD135322,183,35.38
ABD131944,35.32,-6.1
ABD130790,75.83,-3.59
ABD130790,75.83,-3.59
ABD133661,125.21,12.15
ABD131373,23.78,30.25
ABD131537,23.97,3.66
ABD132572,130.82,-31.15
ABD132572,130.82,-31.15
ABD132495,71.88,52.71
ABD135915,25.16,57.5
ABD135915,25.16,57.5
ABD130570,0,119.79
ABD131230,23.97,52.46
ABD130800,104.05,62.3
ABD130800,104.05,62.3
ABD133133,23.87,55.89
ABD131009,27.23,70.18
ABD130471,181.5,27.83
ABD130471,181.5,27.83
ABD132077,26.96,23.96
ABD132077,26.96,23.96
ABD133441,90.94,34.02
ABD133441,90.94,34.02
ABD131021,73.5,22.76
ABD131021,73.5,22.76
ABD130394,57.68,37.14
ABD130394,57.68,37.14
ABD130514,64.07,31.46
ABD136301,105.27,79.86
ABD136301,105.27,79.86
ABD133463,0,59.54
ABD133463,0,59.54
ABD133913,23.87,51.03
ABD131021,99.46,7.26
ABD131032,132.08,7.19
ABD131032,132.08,7.19
ABD135191,23.87,38.88
ABD134222,182.25,137.3
ABD134222,182.25,137.3
ABD130262,96.62,-3.66
ABD132109,259.49,1521.34
ABD130866,104.05,162.93
ABD130866,104.05,162.93
ABD134178,0,30.38
ABD134178,0,30.38
ABD131791,90.93,3.59
ABD131791,90.93,3.59
ABD131197,125.21,13.37
ABD131197,125.21,13.37
ABD135036,263.36,1525.81
ABD131164,106.14,154.94
ABD133276,74.36,18.23
ABD134464,137.11,-10.78
ABD134464,137.11,-10.78
ABD132385,181.5,227.48
ABD137148,0,39.04
ABD131669,87.33,303.09
ABD131669,87.33,303.09
ABD133870,73.51,12.1
ABD130239,23.87,30.38
ABD133320,104.05,51.51
ABD133320,104.05,51.51
ABD136884,0,58.56
ABD130767,26.96,74.28
ABD130767,26.96,74.28
ABD132208,108,-3.59
ABD132208,108,-3.59
ABD132484,72.9,8.51
ABD134123,0,38.72
ABD131944,105.27,134.31
ABD137588,105.52,432.54
ABD130536,113.57,160.53
ABD130536,113.57,160.53
ABD134585,96.44,-14.64
ABD133133,26.96,45.52
ABD133133,26.96,45.52
ABD131032,87.33,142.56
ABD131032,87.33,142.56
ABD134091,133.7,-26.36
ABD134091,133.7,-26.36
ABD133858,38.1,0
ABD133858,38.1,0
ABD134585,138.87,-24.3
ABD134585,138.87,-24.3
ABD133528,100.28,39.04
ABD130855,26.96,63.49
ABD130855,26.96,63.49
ABD131735,88.76,35.24
ABD130239,27.23,32.67
ABD130239,27.23,32.67
ABD132572,48.82,7.26
ABD132572,48.82,7.26
ABD134244,68.99,97.6
ABD131955,71.7,29.95
ABD131955,71.7,29.95
ABD134420,104.05,745.16
ABD134420,104.05,745.16
ABD134859,66.98,68.32
ABD132703,136.8,99.71
ABD130998,125.21,59.54
ABD130998,125.21,59.54
ABD137456,114.16,71.39
ABD137456,114.16,71.39
ABD134408,26.96,166.52
ABD134408,26.96,166.52
ABD130833,87.33,104.23
ABD130833,87.33,104.23
ABD133991,48.34,3.59
ABD133991,48.34,3.59
ABD135586,23.97,95.16
ABD136961,48.48,3.65
ABD136961,48.48,3.65
ABD132615,72.96,23.96
ABD132615,72.96,23.96
ABD130635,74.05,7.26
ABD133638,23.87,59.54
ABD133463,157.06,1146.49
ABD133463,157.06,1146.49
ABD134255,57.68,8.39
ABD134255,57.68,8.39
ABD130239,102.55,106.48
ABD134200,64.33,24.3
ABD133441,91.13,29.16
ABD133441,91.13,29.16
ABD132000,124.02,46.8
ABD136840,27.34,57.11
ABD136840,27.34,57.11
ABD133946,63.54,54
ABD131713,71.88,47.92
ABD131713,71.88,47.92
ABD132484,27.23,194.81
ABD132484,27.23,194.81
ABD133012,23.97,24.4
ABD133232,26.96,53.91
ABD133232,26.96,53.91
ABD130833,99.19,126.88
ABD130558,27.34,55.89
ABD130558,27.34,55.89
ABD133638,2.16,245.59
ABD133638,2.16,245.59
ABD132725,64.33,10.94
ABD134101,146.58,-10.98
ABD131999,71.14,0
ABD130976,90.4,25.52
ABD130976,90.4,25.52
ABD135201,62,3.59
ABD135201,62,3.59
ABD134518,0,51.24
ABD131933,291.29,10.78
ABD131933,291.29,10.78
ABD130514,512.92,185.13
ABD132703,95.06,0
ABD132703,95.06,0
ABD130239,152.21,149.75
ABD130239,152.21,149.75
ABD131823,0,24.2
ABD136961,41.51,57.5
ABD136961,41.51,57.5
ABD130558,23.87,55.89
ABD130932,23.97,19.52
ABD132220,66.79,15.73
ABD132220,66.79,15.73
ABD132275,26.96,69.48
ABD132275,26.96,69.48
ABD137379,38.64,-20.66
ABD137379,38.64,-20.66
ABD134068,58.87,-3.65
ABD134068,58.87,-3.65
ABD131867,99.87,8.51
ABD131867,99.87,8.51
ABD130503,181.5,26.62
ABD130877,78.37,167.67
ABD130877,78.37,167.67
ABD134486,91.13,44.96
ABD134486,91.13,44.96
ABD130921,26.96,55.11
ABD130921,26.96,55.11
ABD131373,88.83,115.52
ABD134804,72.6,53.24
ABD131669,50.32,5.99
ABD131669,50.32,5.99
ABD134288,73.51,4.84
ABD134288,73.51,4.84
ABD136444,88.76,64.4
ABD135092,73.2,76.86
ABD135827,87.33,527.12
ABD135827,87.33,527.12
ABD135805,91.51,39.2
ABD135805,91.51,39.2
ABD137049,48.34,14.38
ABD137049,48.34,14.38
ABD131746,90.93,9.58
ABD131746,90.93,9.58
ABD132385,125.42,130.68
ABD132385,125.42,130.68
ABD132109,104.4,160.8
ABD130262,87.69,-1.2
ABD130262,87.69,-1.2
ABD134310,38.3,134.31
ABD131065,92.22,1.22
ABD131065,92.22,1.22
ABD133528,98.48,47.92
ABD133528,98.48,47.92
ABD130251,39.55,13.37
ABD130251,39.55,13.37
ABD132099,23.78,67.76
ABD135014,136.67,221.43
ABD136949,592.83,530.71
ABD136949,592.83,530.71
ABD133991,93.6,31.2
ABD131889,87.85,32.67
ABD132033,64.07,10.89
ABD132109,261.82,1527.45
ABD132109,261.82,1527.45
ABD131582,45.92,140.36
ABD131582,45.92,140.36
ABD132011,194.21,0
ABD130493,23.87,31.59
ABD132561,90.75,-1.2
ABD132561,90.75,-1.2
ABD133144,89.12,486.78
ABD135971,0,128.79
ABD135971,0,128.79
ABD135135,123.45,149.75
ABD135135,123.45,149.75
ABD130921,25.7,23.09
ABD130921,25.7,23.09
ABD131395,0,34.02
ABD133144,91.5,41.48
ABD133715,262.63,1133.77
ABD130646,72.9,63.18
ABD134123,23.87,55.89
ABD134079,253.44,1468.8
ABD135311,91.2,21.89
ABD130262,26.06,81.46
ABD130262,26.06,81.46
ABD134530,299.92,0
ABD134530,299.92,0
ABD130493,88.39,240.79
ABD130701,105.52,37.67
ABD130701,105.52,37.67
ABD130217,48.5,0
ABD134860,76.73,-7.19
ABD134860,76.73,-7.19
ABD131427,105.79,190.91
ABD134387,0,55.94
ABD133111,27.23,122.21
ABD133111,27.23,122.21
ABD132428,131.72,172.51
ABD132428,131.72,172.51
ABD133980,105.96,464.82
ABD132495,71.7,58.7
ABD132495,71.7,58.7
ABD133881,234.06,-111.02
ABD133638,100.99,573.84
ABD133638,100.99,573.84
ABD133836,114.45,49.82
ABD132132,126.87,90.75
ABD132132,126.87,90.75
ABD131944,23.87,44.96
ABD132275,26.96,110.22
ABD132275,26.96,110.22
ABD135629,72.6,56.87
ABD133748,26.96,214.44
ABD133748,26.96,214.44
ABD130822,105.52,167.67
ABD130822,105.52,167.67
ABD136301,0,58.32
ABD130712,23.87,356
ABD133342,91.11,79.86
ABD133342,91.11,79.86
ABD134486,1122.66,47.39
ABD134068,88.41,1.2
ABD134068,88.41,1.2
ABD136345,259.34,1502.96
ABD134529,88.94,245.22
ABD130723,26.96,50.32
ABD130723,26.96,50.32
ABD131999,99.87,2.43
ABD130691,105.27,96.8
ABD130756,73.14,9.58
ABD130756,73.14,9.58
ABD131768,567.63,1585.66
ABD130680,182.4,54.72
ABD133034,35.21,140.36
ABD135717,27.23,101.64
ABD135717,27.23,101.64
ABD137324,0,94.77
ABD137324,0,94.77
ABD133375,23.78,64.13
ABD130691,48.34,1.2
ABD130691,48.34,1.2
ABD133661,26.96,212.05
ABD133661,26.96,212.05
ABD130404,87.33,56.31
ABD130404,87.33,56.31
ABD130217,261.46,1507.08
ABD130217,261.46,1507.08
ABD133650,88.76,77.76
ABD133584,89.13,38.34
ABD133584,89.13,38.34
ABD132220,107.45,324.28
ABD131878,27.34,14.58
ABD131878,27.34,14.58
ABD137313,104.4,602.4
ABD131955,26.96,46.72
ABD131955,26.96,46.72
ABD137434,76.91,0
ABD137434,76.91,0
ABD133496,92.22,9.72
ABD133496,92.22,9.72
ABD130217,105.71,98.42
ABD132703,130.68,81.07
ABD132604,72.96,26.36
ABD132604,72.96,26.36
ABD130921,26.96,63.49
ABD130921,26.96,63.49
ABD133485,512.92,211.75
ABD130327,26.96,70.68
ABD130327,26.96,70.68
ABD130558,72.9,38.88
ABD133924,0,116.64
ABD132703,23.87,44.96
ABD133605,141.97,-97.2
ABD135278,23.97,51.24
ABD131416,89.84,53.24
ABD131416,89.84,53.24
ABD131515,0,36.6
ABD131823,74.66,7.32
ABD130998,154,-2.4
ABD130998,154,-2.4
ABD131944,492.08,70.47
ABD131944,492.08,70.47
ABD134123,72.9,55.89
ABD134123,72.9,55.89
ABD132187,0,3.65
ABD133980,25.7,75.33
ABD133980,25.7,75.33
ABD133913,26.96,45.52
ABD133913,26.96,45.52
ABD130822,26.96,29.95
ABD130822,26.96,29.95
ABD132484,90.93,5.99
ABD132484,90.93,5.99
ABD133418,104.06,6.08
ABD130415,26.96,27.55
ABD134925,592.83,530.71
ABD134925,592.83,530.71
ABD132583,143.43,103.28
ABD131317,106.14,456.28
ABD131977,89.3,-32.67
ABD131977,89.3,-32.67
ABD130932,73.2,101.26
ABD133265,91.5,6.1
ABD131449,137.25,201.3
ABD131801,89.12,71.98
ABD130691,73.81,4.86
ABD130691,73.81,4.86
ABD132264,47.39,147.02
ABD130811,74.04,-3.59
ABD130811,74.04,-3.59
ABD131867,74.05,12.1
ABD133584,65.79,13.37
ABD136280,0,58.08
ABD132187,81.44,-8.54
ABD130877,125.79,15.57
ABD130877,125.79,15.57
ABD131812,0,26.84
ABD132286,25.7,121.5
ABD132286,25.7,121.5
ABD136048,26.96,11.98
ABD136048,26.96,11.98
ABD132066,157.24,700.83
ABD132066,157.24,700.83
ABD131779,105.52,49.82
ABD131779,105.52,49.82
ABD130976,143.58,15.57
ABD130976,143.58,15.57
ABD130800,136.87,68.04
ABD132385,260.74,1521.46
ABD132385,260.74,1521.46
ABD130646,93.13,44.96
ABD130394,23.87,23.09
ABD131032,72.9,63.18
ABD130558,23.87,18.23
ABD132109,264.88,1553.81
ABD132109,264.88,1553.81
ABD134518,64.07,13.31
ABD130800,88.39,15.73
ABD135641,105.09,62.92
ABD130822,72.6,116.16
ABD130822,72.6,116.16
ABD130075,72.6,96.8
ABD130075,72.6,96.8
ABD132275,87.33,75.47
ABD132275,87.33,75.47
ABD130206,27.23,67.76
ABD130206,27.23,67.76
ABD132484,23.97,21.96
ABD130800,0,51.07
ABD130185,92.22,4.86
ABD130185,92.22,4.86
ABD131999,73.2,47.58
ABD134518,148.23,-85.4
ABD132978,71.88,4.79
ABD132978,71.88,4.79
ABD132109,266.67,1545.42
ABD132109,266.67,1545.42
ABD132550,71.7,47.92
ABD132550,71.7,47.92
ABD133386,88.39,47.19
ABD131889,94.41,13.37
ABD130767,87.33,524.72
ABD130767,87.33,524.72
ABD132769,105.27,199.65
ABD132769,105.27,199.65
ABD130514,70.35,6.08
ABD134585,143.61,-23.09
ABD133418,91.13,91.13
ABD134529,76,170.1
ABD131735,51.73,0
ABD132495,27.23,76.23
ABD132495,27.23,76.23
ABD131119,54.72,27.97
ABD130239,27.23,37.51
ABD130239,27.23,37.51
ABD130657,73.51,22.99
ABD130657,73.51,22.99
ABD133232,0,61.71
ABD134408,26.96,67.09
ABD134408,26.96,67.09
ABD134981,138.69,-80.19
ABD134981,138.69,-80.19
ABD130800,72.96,1.2
ABD130800,72.96,1.2
ABD134266,72.9,95.99
ABD134266,72.9,95.99
ABD136785,23.78,55.66
ABD135728,72.9,98.42
ABD133418,154.54,14.38
ABD133418,154.54,14.38
ABD132583,74.22,-9.58
ABD132583,74.22,-9.58
ABD130558,72.6,179.08
ABD130646,0,78.98
ABD130646,0,78.98
ABD130921,73.2,58.56
ABD130932,25.7,89.91
ABD130932,25.7,89.91
ABD132615,182.25,225.99
ABD132615,182.25,225.99
ABD130680,182.25,29.16
ABD130680,182.25,29.16
ABD131559,66.67,68.29
ABD131559,66.67,68.29
ABD132516,89.12,-2.42
ABD132516,89.12,-2.42
ABD134541,73.2,56.12
ABD132330,181.5,38.72
ABD132484,0,6
ABD130284,105.71,63.18
ABD136949,592.83,530.71
ABD136949,592.83,530.71
ABD135553,0,2.42
ABD130174,27.34,201.69
ABD130174,27.34,201.69
ABD135926,133.77,90.75
ABD131878,23.97,54.9
ABD132484,87.33,300.7
ABD132484,87.33,300.7
ABD132550,90.75,16.94
ABD132550,90.75,16.94
ABD134321,25.7,18.23
ABD134321,25.7,18.23
ABD134826,155.62,-10.78
ABD134826,155.62,-10.78
ABD130042,25.7,38.88
ABD130042,25.7,38.88
ABD134002,23.78,50.82
ABD131977,72.9,34.02
ABD130734,90.75,45.98
ABD130734,90.75,45.98
ABD133694,26.96,15.57
ABD133694,26.96,15.57
ABD133232,72.9,437.4
ABD132868,23.87,202.91
ABD132912,328.05,213.84
ABD132912,328.05,213.84
ABD133319,91.13,64.4
ABD133913,23.97,39.04
ABD131890,145.8,38.88
ABD131890,145.8,38.88
ABD136444,40.1,128.79
ABD136444,40.1,128.79
ABD135618,96.23,13.37
ABD133847,98.12,-7.19
ABD133847,98.12,-7.19
ABD134123,105.52,63.18
ABD130701,16.34,12.1
ABD137072,134.78,39.53
ABD137072,134.78,39.53
ABD132495,290.75,-46.72
ABD132495,290.75,-46.72
ABD132484,27.23,45.98
ABD132484,27.23,45.98
ABD135454,0,122.21
ABD130415,181.5,35.09
ABD130415,181.5,35.09
ABD130602,81.8,-29.28
ABD136257,47.62,11.98
ABD136257,47.62,11.98
ABD133265,58.19,12.2
ABD131373,42.11,2.42
ABD131373,42.11,2.42
ABD131922,70.42,84.7
ABD132110,23.58,67.2
ABD134123,26.96,58.7
ABD134123,26.96,58.7
ABD134585,145.93,157.3
ABD134727,89.85,83.86
ABD134727,89.85,83.86
ABD131197,63.43,32.35
ABD131197,63.43,32.35
ABD137270,121.38,-14.58
ABD130273,80.55,-26.73
ABD130239,27.23,30.25
ABD132495,281.23,-22.76
ABD132495,281.23,-22.76
ABD131119,98.48,14.38
ABD131119,98.48,14.38
ABD133760,68.97,746.57
ABD133012,143.76,59.9
ABD133012,143.76,59.9
ABD132066,92.04,17.01
ABD132066,92.04,17.01
ABD130097,143.76,64.69
ABD130097,143.76,64.69
ABD130800,88.76,42.53
ABD133913,26.96,37.14
ABD130932,71.88,61.1
ABD133463,0,24.3
ABD130570,106.51,10.98
ABD132671,90.93,4.79
ABD132671,90.93,4.79
ABD131483,104.05,165.32
ABD131483,104.05,165.32
ABD131988,59.05,10.94
ABD131988,59.05,10.94
ABD132484,106.14,4.88
ABD130987,37.93,113.74
ABD130987,37.93,113.74
ABD133528,23.97,181.78
ABD131955,74.36,9.72
ABD131625,145.8,817.7
ABD131625,145.8,817.7
ABD130273,105.27,70.18
ABD134617,0,48.4
ABD131856,58.26,20.57
ABD134398,91.84,6.05
ABD131878,23.87,12.15
ABD136949,780.27,536.03
ABD136949,780.27,536.03
ABD130800,71.7,56.31
ABD130800,71.7,56.31
ABD132989,170.22,-100.85
ABD135289,0,193.6
ABD133342,145.8,109.35
ABD133342,145.8,109.35
ABD131791,664.89,135.37
ABD131791,664.89,135.37
ABD133034,35.76,49.12
ABD133034,35.76,49.12
ABD135432,464.34,2076.13
ABD135432,464.34,2076.13
ABD131560,26.96,26.36
ABD131560,26.96,26.36
ABD136334,0,125.84
ABD131351,91.13,68.04
ABD131351,91.13,68.04
ABD135454,26.96,212.05
ABD135454,26.96,212.05
ABD132484,72.9,71.69
ABD132484,72.9,71.69
ABD131812,99.46,6.05
ABD131955,23.97,51.24
ABD133683,143.76,38.34
ABD133683,143.76,38.34
ABD130558,23.97,39.04
ABD131801,88.76,61.97
ABD133584,91.48,38.72
ABD131373,87.33,262.36
ABD131373,87.33,262.36
ABD136279,0,194.56
ABD130536,91.84,3.63
ABD130536,91.84,3.63
ABD133034,36.84,14.38
ABD133034,36.84,14.38
ABD130558,26.96,37.14
ABD130558,26.96,37.14
ABD132505,26.96,50.32
ABD132505,26.96,50.32
ABD135805,0,6.08
ABD134804,143.76,50.32
ABD134804,143.76,50.32
ABD130646,73.68,11.98
ABD130646,73.68,11.98
ABD134541,26.96,51.51
ABD131087,105.71,99.63
ABD130316,61.17,1906.96
ABD132802,26.96,19.17
ABD132802,26.96,19.17
ABD133320,72.6,42.35
ABD131889,26.96,37.14
ABD131889,26.96,37.14
ABD131878,63.43,31.15
ABD131878,63.43,31.15
ABD136048,23.97,35.38
ABD133584,65.52,4.8
ABD130558,23.87,37.67
ABD130646,134.24,-46.72
ABD130646,134.24,-46.72
ABD130437,91.32,384.3
ABD131856,89.85,4.79
ABD131856,89.85,4.79
ABD130130,73.68,-8.39
ABD130130,73.68,-8.39
ABD133847,187.03,368.44
ABD135223,72.6,43.56
ABD135223,72.6,43.56
ABD131988,105.71,63.18
ABD134585,132.86,-14.52
ABD130822,26.96,83.86
ABD130822,26.96,83.86
ABD131098,92.22,6.08
ABD131098,92.22,6.08
ABD130239,71.7,86.26
ABD130239,71.7,86.26
ABD132231,134.42,-9.58
ABD132231,134.42,-9.58
ABD134123,23.97,101.26
ABD132747,259.71,1129.95
ABD132231,23.97,14.64
ABD130657,72.6,56.87
ABD132099,0,73.2
ABD135641,37.02,4.79
ABD135641,37.02,4.79
ABD133562,48.7,2.4
ABD133562,48.7,2.4
ABD130965,23.78,37.51
ABD131801,26.96,7.19
ABD131801,26.96,7.19
ABD131571,23.87,72.9
ABD130141,64.33,4.86
ABD130141,64.33,4.86
ABD136961,12.03,3.65
ABD136961,12.03,3.65
ABD131922,85.72,17.97
ABD131922,85.72,17.97
ABD131735,25.7,38.88
ABD131735,25.7,38.88
ABD130734,189.18,2.43
ABD130734,189.18,2.43
ABD135212,168.38,210.85
ABD135212,168.38,210.85
ABD133429,25.7,17.01
ABD133429,25.7,17.01
ABD130217,263.98,1529.85
ABD130217,263.98,1529.85
ABD131108,81.9,-19.2
ABD130152,84.4,24.2
ABD134079,253.37,1459.26
ABD130691,104.05,203.66
ABD130691,104.05,203.66
ABD130811,60.02,15.57
ABD130811,60.02,15.57
ABD137049,88.39,444.07
ABD137049,88.39,444.07
ABD135322,181.5,38.72
ABD135322,181.5,38.72
ABD131955,88.94,154.94
ABD133924,105.96,71.98
ABD133881,525.08,0
